Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.SC1AARBA,2023.07,41442,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Auckland,Actual,
MEIM.SC1AARBA,2023.08,40407,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Auckland,Actual,
MEIM.SC1AARBA,2023.09,39668,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Auckland,Actual,
MEIM.SC1AARBA,2023.10,40455,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Auckland,Actual,
MEIM.SC1AARBA,2023.11,42379,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Auckland,Actual,
MEIM.SC1AARBA,2023.12,44233,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Auckland,Actual,
MEIM.SC1AARCA,2019.05,11638,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2019.06,11379,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2019.07,11457,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2019.08,11281,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2019.09,11520,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2019.10,12082,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2019.11,12904,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2019.12,14324,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2020.01,13266,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2020.02,12866,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2020.03,11822,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2020.04,11146,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2020.05,11180,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2020.06,10998,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2020.07,11194,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2020.08,10932,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2020.09,11044,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2020.10,11735,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2020.11,12531,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2020.12,14267,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2021.01,13085,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2021.02,12523,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2021.03,12054,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2021.04,12244,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2021.05,12194,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2021.06,12293,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2021.07,12760,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2021.08,12834,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2021.09,12921,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2021.10,13391,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2021.11,14429,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2021.12,16107,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2022.01,14958,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2022.02,14487,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2022.03,14102,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2022.04,14486,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2022.05,14437,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2022.06,14417,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2022.07,14852,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2022.08,14965,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2022.09,15189,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2022.10,15843,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2022.11,16890,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2022.12,18015,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2023.01,16672,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2023.02,16173,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2023.03,15540,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2023.04,15716,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2023.05,15173,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2023.06,15032,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2023.07,15110,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2023.08,14811,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2023.09,14832,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2023.10,15259,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2023.11,15974,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARCA,2023.12,16854,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Waikato,Actual,
MEIM.SC1AARDA,2019.05,8225,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2019.06,7917,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2019.07,7867,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2019.08,7692,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2019.09,7758,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2019.10,8050,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2019.11,8754,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2019.12,9633,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2020.01,9040,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2020.02,8584,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2020.03,8078,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2020.04,7766,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2020.05,7704,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2020.06,7335,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2020.07,7277,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2020.08,7210,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2020.09,7327,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2020.10,7749,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2020.11,8560,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2020.12,9717,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2021.01,8815,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2021.02,8144,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2021.03,8029,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2021.04,8631,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2021.05,8786,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2021.06,8590,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2021.07,8419,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2021.08,8378,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2021.09,8421,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2021.10,9100,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2021.11,10076,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2021.12,10933,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2022.01,10092,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2022.02,9387,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2022.03,9250,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2022.04,10193,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2022.05,10199,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2022.06,9638,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2022.07,9610,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2022.08,9749,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2022.09,10015,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2022.10,10459,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2022.11,11202,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2022.12,11780,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2023.01,10941,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2023.02,10494,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2023.03,10173,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2023.04,10742,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2023.05,10187,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2023.06,9811,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2023.07,9704,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2023.08,9540,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2023.09,9538,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2023.10,9810,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2023.11,10543,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AARDA,2023.12,10994,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Bay of Plenty,Actual,
MEIM.SC1AAREA,2019.05,1417,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2019.06,1365,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2019.07,1406,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2019.08,1333,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2019.09,1315,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2019.10,1485,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2019.11,1581,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2019.12,1911,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2020.01,1797,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2020.02,1681,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2020.03,1603,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2020.04,1400,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2020.05,1406,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2020.06,1396,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2020.07,1397,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2020.08,1340,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2020.09,1368,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2020.10,1566,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2020.11,1654,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2020.12,1991,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2021.01,1892,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2021.02,1717,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2021.03,1681,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2021.04,1620,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2021.05,1592,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2021.06,1618,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2021.07,1636,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2021.08,1564,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2021.09,1586,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2021.10,1779,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2021.11,1824,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2021.12,2101,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2022.01,1951,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2022.02,1856,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2022.03,1710,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2022.04,1801,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2022.05,1729,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2022.06,1704,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2022.07,1761,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2022.08,1697,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2022.09,1719,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2022.10,1946,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2022.11,2002,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2022.12,2211,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2023.01,2022,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2023.02,1838,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2023.03,1793,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2023.04,1864,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2023.05,1807,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2023.06,1758,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2023.07,1773,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2023.08,1689,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2023.09,1684,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2023.10,1882,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2023.11,1923,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AAREA,2023.12,2172,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Gisborne,Actual,
MEIM.SC1AARFA,2019.05,4414,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2019.06,4297,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2019.07,4297,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2019.08,4134,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2019.09,4208,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2019.10,4338,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2019.11,4738,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2019.12,5812,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2020.01,5301,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2020.02,5029,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2020.03,4558,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2020.04,4214,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2020.05,4172,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2020.06,4032,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2020.07,4039,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2020.08,3903,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2020.09,3993,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2020.10,4405,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
MEIM.SC1AARFA,2020.11,4906,,F,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,15-19,Hawke's Bay,Actual,
